step,total_steps,loss,kl_loss,policy_ratio,reward_avg,format_reward_avg,tokens_per_sec,avg_response_len,adv_avg,adv_std,entropy_avg,eval_acc
61,500,0.000000,0.000000,1.000000,0.050000,0.500000,46.663112,1002.250000,0.000000,0.998133,0.600346,
62,500,0.000000,0.000000,1.000000,0.962500,0.875000,47.441606,808.625000,0.000000,0.999743,0.375228,
63,500,0.000000,0.000000,1.000000,1.100000,1.000000,45.158051,752.625000,0.000000,0.000000,0.375108,
64,500,0.000000,0.000000,1.000000,0.850000,1.000000,49.398282,431.500000,0.000000,0.999784,0.454873,
65,500,0.000000,0.000000,1.000000,0.725000,1.000000,47.914077,529.750000,0.000000,0.999807,0.456904,
66,500,0.000000,0.000000,1.000000,0.575000,0.750000,47.182974,826.875000,0.000000,0.999822,0.557308,
67,500,0.000000,0.000000,1.000000,0.162500,0.375000,47.010207,957.750000,0.000000,0.999738,0.743462,
68,500,0.000000,0.000000,1.000000,0.825000,0.750000,47.375563,912.500000,0.000000,0.999804,0.384838,
69,500,0.000000,0.000000,1.000000,1.100000,1.000000,47.549637,893.750000,0.000000,0.000000,0.427603,
70,500,0.000000,0.000000,1.000000,0.975000,1.000000,49.752650,203.625000,0.000000,0.999717,0.408292,
71,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.216654,418.375000,0.000000,0.000000,0.436544,
72,500,0.000000,0.000000,1.000000,1.100000,1.000000,48.373662,551.250000,0.000000,0.000000,0.337504,
73,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.129793,418.375000,0.000000,0.000000,0.402283,
74,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.039534,350.875000,0.000000,0.000000,0.392822,
75,500,0.000000,0.000000,1.000000,0.287500,0.375000,41.722473,900.375000,0.000000,0.999801,0.817637,
76,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.038678,331.250000,0.000000,0.000000,0.416891,
77,500,0.000000,0.000000,1.000000,0.137500,0.125000,47.317935,993.250000,0.000000,0.999743,0.582730,
78,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.241425,344.000000,0.000000,0.000000,0.342484,
79,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.019258,584.125000,0.000000,0.000000,0.557921,
80,500,0.000000,0.000000,1.000000,1.100000,1.000000,48.399725,267.500000,0.000000,0.000000,0.550544,
81,500,0.000000,0.000000,1.000000,0.700000,0.750000,48.125611,679.750000,0.000000,0.999819,0.436466,
82,500,0.000000,0.000000,1.000000,0.950000,0.750000,48.157675,798.625000,0.000000,0.999741,0.499593,
83,500,0.000000,0.000000,1.000000,0.550000,0.500000,47.544026,926.125000,0.000000,0.999830,0.691246,
84,500,0.000000,0.000000,1.000000,0.087500,0.875000,48.266767,590.500000,0.000000,0.997180,0.382179,
85,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.697973,315.750000,0.000000,0.000000,0.340079,
86,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.132549,246.625000,0.000000,0.000000,0.472939,
87,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.094255,408.500000,0.000000,0.000000,0.343382,
88,500,0.000000,0.000000,1.000000,1.100000,1.000000,48.484152,526.125000,0.000000,0.000000,0.336721,
89,500,0.000000,0.000000,1.000000,0.137500,0.125000,46.162396,1024.000000,0.000000,0.999743,0.889972,
90,500,0.000000,0.000000,1.000000,0.262500,0.125000,46.364630,1024.000000,0.000000,0.999795,0.985490,
91,500,0.000000,0.000000,1.000000,0.700000,0.750000,47.440389,712.500000,0.000000,0.999819,0.744795,
92,500,0.000000,0.000000,1.000000,1.100000,1.000000,48.928149,397.000000,0.000000,0.000000,0.586616,
93,500,0.000000,0.000000,1.000000,0.425000,0.500000,47.535936,836.375000,0.000000,0.999821,0.754593,
94,500,0.000000,0.000000,1.000000,0.950000,0.750000,47.475442,757.875000,0.000000,0.999741,0.625888,
95,500,0.000000,0.000000,1.000000,0.087500,0.875000,48.635097,380.625000,0.000000,0.997180,0.434776,
96,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.239761,255.750000,0.000000,0.000000,0.564051,
97,500,0.000000,0.000000,1.000000,0.962500,0.875000,48.791998,505.750000,0.000000,0.999743,0.722808,
98,500,0.000000,0.000000,1.000000,1.100000,1.000000,48.428299,517.125000,0.000000,0.000000,0.481311,
99,500,0.000000,0.000000,1.000000,0.850000,1.000000,48.314547,477.000000,0.000000,0.999784,0.771303,
100,500,0.000000,0.000000,1.000000,1.100000,1.000000,48.540536,489.875000,0.000000,0.000000,0.445868,57.2
101,500,0.000000,0.000000,1.000000,0.000000,0.000000,46.765245,1024.000000,0.000000,0.000000,1.102624,
102,500,0.000000,0.000000,1.000000,0.962500,0.875000,48.625556,554.250000,0.000000,0.999743,0.654980,
103,500,0.000000,0.000000,1.000000,0.275000,0.250000,46.859303,987.750000,0.000000,0.999804,1.000357,
104,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.585191,218.250000,0.000000,0.000000,0.553040,
105,500,0.000000,0.000000,1.000000,1.100000,1.000000,48.524792,526.375000,0.000000,0.000000,0.754635,
106,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.396781,404.375000,0.000000,0.000000,0.656914,
107,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.130720,356.125000,0.000000,0.000000,0.937938,
108,500,0.000000,0.000000,1.000000,0.100000,1.000000,48.326501,411.625000,0.000000,0.000000,1.008965,
109,500,0.000000,0.000000,1.000000,1.100000,1.000000,48.851286,402.500000,0.000000,0.000000,0.593755,
110,500,0.000000,0.000000,1.000000,0.000000,0.000000,46.554089,1024.000000,0.000000,0.000000,1.237517,
111,500,0.000000,0.000000,1.000000,1.100000,1.000000,48.708154,480.750000,0.000000,0.000000,0.815921,
112,500,0.000000,0.000000,1.000000,0.500000,0.000000,46.695301,1024.000000,0.000000,0.999813,1.005751,
113,500,0.000000,0.000000,1.000000,0.825000,0.750000,48.111735,596.500000,0.000000,0.999804,1.007998,
114,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.236581,231.750000,0.000000,0.000000,0.603666,
115,500,0.000000,0.000000,1.000000,1.100000,1.000000,47.986053,565.625000,0.000000,0.000000,0.765677,
116,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.497657,277.750000,0.000000,0.000000,0.544822,
117,500,0.000000,0.000000,1.000000,0.000000,0.000000,46.938772,1024.000000,0.000000,0.000000,1.395458,
118,500,0.000000,0.000000,1.000000,0.100000,1.000000,49.344201,266.750000,0.000000,0.000000,0.737289,
119,500,0.000000,0.000000,1.000000,0.250000,0.000000,43.737418,1024.000000,0.000000,0.999784,1.473997,
120,500,0.000000,0.000000,1.000000,0.837500,0.875000,48.105152,628.375000,0.000000,0.999795,0.894415,
121,500,0.000000,0.000000,1.000000,0.000000,0.000000,46.576615,1024.000000,0.000000,0.000000,1.182787,
122,500,0.000000,0.000000,1.000000,0.000000,0.000000,47.075690,1024.000000,0.000000,0.000000,1.348421,
123,500,0.000000,0.000000,1.000000,0.000000,0.000000,46.375292,1024.000000,0.000000,0.000000,1.442818,
124,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.165283,413.500000,0.000000,0.000000,0.786606,
125,500,0.000000,0.000000,1.000000,0.000000,0.000000,46.486637,1024.000000,0.000000,0.000000,1.600268,
126,500,0.000000,0.000000,1.000000,0.275000,0.250000,47.346598,933.000000,0.000000,0.999804,1.082167,
127,500,0.000000,0.000000,1.000000,0.000000,0.000000,46.529565,1024.000000,0.000000,0.000000,1.638225,
128,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.292486,456.875000,0.000000,0.000000,0.717808,
129,500,0.000000,0.000000,1.000000,0.275000,0.250000,46.879761,983.500000,0.000000,0.999804,1.325646,
130,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.488189,397.750000,0.000000,0.000000,0.813006,
131,500,0.000000,0.000000,1.000000,0.550000,0.500000,47.366745,724.875000,0.000000,0.999830,1.407274,
132,500,0.000000,0.000000,1.000000,0.975000,1.000000,49.397768,292.500000,0.000000,0.999717,0.724560,
133,500,0.000000,0.000000,1.000000,0.825000,0.750000,47.949712,708.875000,0.000000,0.999804,0.815397,
134,500,0.000000,0.000000,1.000000,0.137500,0.125000,47.430047,968.375000,0.000000,0.999743,1.419429,
135,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.189838,328.250000,0.000000,0.000000,0.619824,
136,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.850034,187.125000,0.000000,0.000000,0.936904,
137,500,0.000000,0.000000,1.000000,0.412500,0.375000,47.043488,914.500000,0.000000,0.999824,1.302642,
138,500,0.000000,0.000000,1.000000,0.000000,0.000000,47.010372,1024.000000,0.000000,0.000000,1.466618,
139,500,0.000000,0.000000,1.000000,0.275000,0.250000,47.206246,906.250000,0.000000,0.999804,1.185358,
140,500,0.000000,0.000000,1.000000,0.000000,0.000000,47.101809,1024.000000,0.000000,0.000000,1.728170,
141,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.534360,200.625000,0.000000,0.000000,0.641195,
142,500,0.000000,0.000000,1.000000,0.137500,0.125000,46.969679,996.125000,0.000000,0.999743,1.785452,
143,500,0.000000,0.000000,1.000000,0.962500,0.875000,48.285570,570.750000,0.000000,0.999743,1.775675,
144,500,0.000000,0.000000,1.000000,0.137500,0.125000,47.322620,976.750000,0.000000,0.999743,1.838890,
145,500,0.000000,0.000000,1.000000,0.000000,0.000000,46.815506,1024.000000,0.000000,0.000000,2.357778,
146,500,0.000000,0.000000,1.000000,1.100000,1.000000,48.999595,283.500000,0.000000,0.000000,0.711381,
147,500,0.000000,0.000000,1.000000,0.025000,0.250000,47.118012,959.000000,0.000000,0.997844,2.445673,
148,500,0.000000,0.000000,1.000000,0.000000,0.000000,46.854677,1024.000000,0.000000,0.000000,2.512934,
149,500,0.000000,0.000000,1.000000,0.000000,0.000000,47.237332,1024.000000,0.000000,0.000000,2.756561,
150,500,0.000000,0.000000,1.000000,0.000000,0.000000,46.572235,1024.000000,0.000000,0.000000,2.276023,33.0
151,500,0.000000,0.000000,1.000000,1.100000,1.000000,48.592864,353.125000,0.000000,0.000000,1.589466,
152,500,0.000000,0.000000,1.000000,0.425000,0.500000,47.294272,788.500000,0.000000,0.999821,1.952711,
153,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.057904,294.875000,0.000000,0.000000,1.322437,
154,500,0.000000,0.000000,1.000000,0.412500,0.375000,46.841299,843.500000,0.000000,0.999824,2.551275,
155,500,0.000000,0.000000,1.000000,0.062500,0.625000,47.516631,537.000000,0.000000,0.998071,1.912338,
156,500,0.000000,0.000000,1.000000,0.000000,0.000000,46.824588,1024.000000,0.000000,0.000000,3.084240,
157,500,0.000000,0.000000,1.000000,0.012500,0.125000,47.289077,932.625000,0.000000,0.997180,2.785350,
158,500,0.000000,0.000000,1.000000,0.012500,0.125000,46.851540,931.500000,0.000000,0.997180,3.367759,
159,500,0.000000,0.000000,1.000000,0.012500,0.125000,46.897947,1017.750000,0.000000,0.997180,3.542160,
160,500,0.000000,0.000000,1.000000,0.412500,0.375000,47.231723,798.500000,0.000000,0.999824,2.837700,
161,500,0.000000,0.000000,1.000000,0.025000,0.250000,47.005938,1009.250000,0.000000,0.997844,4.276507,
162,500,0.000000,0.000000,1.000000,0.087500,0.875000,47.600835,836.875000,0.000000,0.997180,4.439900,
163,500,0.000000,0.000000,1.000000,0.475000,1.000000,49.493594,260.125000,0.000000,0.999807,1.383967,
164,500,0.000000,0.000000,1.000000,0.600000,1.000000,48.070348,670.000000,0.000000,0.999813,4.801453,
165,500,0.000000,0.000000,1.000000,0.100000,1.000000,48.479746,482.875000,0.000000,0.000000,4.535155,
166,500,0.000000,0.000000,1.000000,0.225000,1.000000,49.132688,401.125000,0.000000,0.999717,4.256698,
167,500,0.000000,0.000000,1.000000,0.100000,1.000000,48.999235,360.750000,0.000000,0.000000,5.128736,
168,500,0.000000,0.000000,1.000000,0.100000,1.000000,49.183868,301.375000,0.000000,0.000000,4.339679,
169,500,0.000000,0.000000,1.000000,0.100000,1.000000,48.838750,421.625000,0.000000,0.000000,5.459717,
170,500,0.000000,0.000000,1.000000,0.225000,1.000000,48.871504,398.875000,0.000000,0.999717,4.407179,
171,500,0.000000,0.000000,1.000000,0.100000,1.000000,49.326068,371.000000,0.000000,0.000000,5.163510,
172,500,0.000000,0.000000,1.000000,0.100000,1.000000,49.505243,328.125000,0.000000,0.000000,5.029260,
173,500,0.000000,0.000000,1.000000,0.100000,1.000000,49.174869,368.125000,0.000000,0.000000,3.914514,
174,500,0.000000,0.000000,1.000000,0.100000,1.000000,48.835770,348.375000,0.000000,0.000000,5.492096,
175,500,0.000000,0.000000,1.000000,0.100000,1.000000,49.820798,304.250000,0.000000,0.000000,4.873550,
176,500,0.000000,0.000000,1.000000,0.850000,1.000000,48.682095,295.375000,0.000000,0.999784,3.264309,
177,500,0.000000,0.000000,1.000000,0.100000,1.000000,48.859143,359.625000,0.000000,0.000000,4.192407,
178,500,0.000000,0.000000,1.000000,0.350000,1.000000,49.341389,271.875000,0.000000,0.999784,3.186238,
179,500,0.000000,0.000000,1.000000,1.100000,1.000000,49.643984,244.625000,0.000000,0.000000,4.847707,
180,500,0.000000,0.000000,1.000000,0.100000,1.000000,48.701866,389.125000,0.000000,0.000000,6.116526,
181,500,0.000000,0.000000,1.000000,0.225000,1.000000,49.371222,311.375000,0.000000,0.999717,4.441881,
182,500,0.000000,0.000000,1.000000,0.975000,1.000000,48.465129,142.625000,0.000000,0.999717,2.326938,
183,500,0.000000,0.000000,1.000000,0.600000,1.000000,49.164725,275.375000,0.000000,0.999813,4.000779,
184,500,0.000000,0.000000,1.000000,0.100000,1.000000,48.560045,413.000000,0.000000,0.000000,6.421995,
185,500,0.000000,0.000000,1.000000,0.100000,1.000000,49.138617,271.500000,0.000000,0.000000,6.052564,
186,500,0.000000,0.000000,1.000000,0.100000,1.000000,48.540576,336.875000,0.000000,0.000000,5.656834,
187,500,0.000000,0.000000,1.000000,0.225000,1.000000,49.240033,354.250000,0.000000,0.999717,6.183785,
188,500,0.000000,0.000000,1.000000,0.225000,1.000000,48.815312,344.625000,0.000000,0.999717,6.141451,
189,500,0.000000,0.000000,1.000000,0.087500,0.875000,47.776554,711.500000,0.000000,0.997180,6.079042,
190,500,0.000000,0.000000,1.000000,0.312500,0.625000,47.942995,649.125000,0.000000,0.999795,6.315718,
191,500,0.000000,0.000000,1.000000,0.100000,1.000000,48.215877,386.375000,0.000000,0.000000,6.664401,
192,500,0.000000,0.000000,1.000000,0.100000,1.000000,42.136399,493.250000,0.000000,0.000000,6.840857,
193,500,0.000000,0.000000,1.000000,0.350000,1.000000,48.011659,598.625000,0.000000,0.999784,4.994317,
194,500,0.000000,0.000000,1.000000,0.100000,1.000000,47.965283,487.750000,0.000000,0.000000,5.592479,
195,500,0.000000,0.000000,1.000000,0.350000,1.000000,49.431466,308.500000,0.000000,0.999784,4.865700,
196,500,0.000000,0.000000,1.000000,0.962500,0.875000,48.177243,312.000000,0.000000,0.999743,3.655846,
197,500,0.000000,0.000000,1.000000,0.050000,0.500000,46.938839,853.375000,0.000000,0.998133,6.307472,
198,500,0.000000,0.000000,1.000000,0.337500,0.875000,48.402690,438.000000,0.000000,0.999788,5.692734,
199,500,0.000000,0.000000,1.000000,0.212500,0.875000,48.126077,515.750000,0.000000,0.999723,6.355128,
200,500,0.000000,0.000000,1.000000,0.087500,0.875000,48.204238,510.500000,0.000000,0.997180,7.080479,26.8
201,500,0.000000,0.000000,1.000000,0.075000,0.750000,47.934570,682.875000,0.000000,0.997844,5.935295,
202,500,0.000000,0.000000,1.000000,0.100000,1.000000,47.261440,874.125000,0.000000,0.000000,7.596068,
203,500,0.000000,0.000000,1.000000,0.100000,1.000000,48.951755,360.000000,0.000000,0.000000,3.591272,
204,500,0.000000,0.000000,1.000000,0.350000,1.000000,48.379630,427.500000,0.000000,0.999784,6.596856,
205,500,0.000000,0.000000,1.000000,0.225000,1.000000,49.049339,381.375000,0.000000,0.999717,6.749300,
206,500,0.000000,0.000000,1.000000,0.087500,0.875000,48.138772,642.625000,0.000000,0.997180,7.813889,
207,500,0.000000,0.000000,1.000000,0.087500,0.875000,47.777206,740.125000,0.000000,0.997180,7.749610,
208,500,0.000000,0.000000,1.000000,0.075000,0.750000,47.826460,774.750000,0.000000,0.997844,8.365894,
209,500,0.000000,0.000000,1.000000,0.212500,0.875000,48.066890,726.750000,0.000000,0.999723,6.836227,
210,500,0.000000,0.000000,1.000000,0.462500,0.875000,48.501862,481.750000,0.000000,0.999811,4.516837,
211,500,0.000000,0.000000,1.000000,0.225000,1.000000,48.316266,686.625000,0.000000,0.999717,6.383134,
212,500,0.000000,0.000000,1.000000,0.600000,1.000000,49.096730,410.250000,0.000000,0.999813,5.973349,
213,500,0.000000,0.000000,1.000000,1.100000,1.000000,48.627164,458.625000,0.000000,0.000000,7.291185,
214,500,0.000000,0.000000,1.000000,0.225000,1.000000,48.217485,563.250000,0.000000,0.999717,7.522271,
215,500,0.000000,0.000000,1.000000,0.850000,1.000000,49.471066,193.375000,0.000000,0.999784,4.013994,
216,500,0.000000,0.000000,1.000000,0.075000,0.750000,47.337329,663.875000,0.000000,0.997844,6.212029,
217,500,0.000000,0.000000,1.000000,0.700000,0.750000,48.263803,584.375000,0.000000,0.999810,7.632606,
218,500,0.000000,0.000000,1.000000,0.825000,0.750000,47.687639,452.375000,0.000000,0.999804,5.307766,
219,500,0.000000,0.000000,1.000000,0.187500,0.625000,46.950239,952.000000,0.000000,0.999698,9.141642,
220,500,0.000000,0.000000,1.000000,0.000000,0.000000,47.224518,820.875000,0.000000,0.000000,8.407326,
221,500,0.000000,0.000000,1.000000,0.050000,0.500000,47.455182,687.000000,0.000000,0.998133,9.515213,
222,500,0.000000,0.000000,1.000000,0.825000,0.750000,47.594179,405.625000,0.000000,0.999804,4.412208,
223,500,0.000000,0.000000,1.000000,0.025000,0.250000,47.198829,828.500000,0.000000,0.997844,10.060518,
224,500,0.000000,0.000000,1.000000,0.012500,0.125000,46.988059,885.500000,0.000000,0.997180,8.278007,
225,500,0.000000,0.000000,1.000000,0.137500,0.125000,47.132312,733.125000,0.000000,0.999743,9.050789,
226,500,0.000000,0.000000,1.000000,0.012500,0.125000,47.504345,593.375000,0.000000,0.997180,9.476702,
227,500,0.000000,0.000000,1.000000,0.050000,0.500000,48.020740,543.625000,0.000000,0.998133,8.040993,
228,500,0.000000,0.000000,1.000000,0.450000,0.750000,47.896261,390.500000,0.000000,0.999815,4.942887,
229,500,0.000000,0.000000,1.000000,0.075000,0.750000,48.137550,319.625000,0.000000,0.997844,7.151986,
230,500,0.000000,0.000000,1.000000,0.087500,0.875000,48.082000,511.000000,0.000000,0.997180,8.051409,
231,500,0.000000,0.000000,1.000000,0.075000,0.750000,48.040570,432.250000,0.000000,0.997844,7.714400,
232,500,0.000000,0.000000,1.000000,0.087500,0.875000,48.543983,284.375000,0.000000,0.997180,8.236505,
233,500,0.000000,0.000000,1.000000,0.825000,0.750000,48.387906,159.625000,0.000000,0.999804,2.824828,
234,500,0.000000,0.000000,1.000000,0.475000,1.000000,48.801431,285.750000,0.000000,0.999807,4.790884,
235,500,0.000000,0.000000,1.000000,0.087500,0.875000,48.129218,305.875000,0.000000,0.997180,6.668516,
236,500,0.000000,0.000000,1.000000,0.212500,0.875000,48.030219,340.375000,0.000000,0.999723,5.879959,
237,500,0.000000,0.000000,1.000000,0.087500,0.875000,48.586617,318.125000,0.000000,0.997180,8.597155,
238,500,0.000000,0.000000,1.000000,0.087500,0.875000,49.256436,238.000000,0.000000,0.997180,4.463703,
239,500,0.000000,0.000000,1.000000,0.100000,1.000000,48.575933,273.125000,0.000000,0.000000,6.674387,
240,500,0.000000,0.000000,1.000000,0.850000,1.000000,48.193800,128.125000,0.000000,0.999784,1.408225,
241,500,0.000000,0.000000,1.000000,0.600000,1.000000,48.860796,194.125000,0.000000,0.999813,5.272420,
242,500,0.000000,0.000000,1.000000,0.600000,1.000000,48.664763,231.125000,0.000000,0.999813,4.065570,
243,500,0.000000,0.000000,1.000000,0.337500,0.875000,48.734740,204.125000,0.000000,0.999788,6.504290,
244,500,0.000000,0.000000,1.000000,0.187500,0.625000,47.847404,372.625000,0.000000,0.999731,7.382861,
245,500,0.000000,0.000000,1.000000,0.600000,1.000000,47.846682,126.625000,0.000000,0.999813,3.196230,
246,500,0.000000,0.000000,1.000000,0.300000,0.500000,47.184210,582.750000,0.000000,0.999786,5.205617,
247,500,0.000000,0.000000,1.000000,0.025000,0.250000,46.456023,689.625000,0.000000,0.997844,9.299282,
248,500,0.000000,0.000000,1.000000,0.287500,0.375000,48.167852,392.375000,0.000000,0.999789,7.734200,
249,500,0.000000,0.000000,1.000000,0.475000,1.000000,47.486934,110.125000,0.000000,0.999807,1.253009,
250,500,0.000000,0.000000,1.000000,0.050000,0.500000,48.396009,428.375000,0.000000,0.998133,8.184119,26.6
